DPM1	1207	0.397680198840099
SCYL3	2861	0.460678084585809
C1orf112	4912	0.433835504885993
FGR	3524	0.574914869466515
CFH	8214	0.361334307280253
FUCA2	2590	0.431274131274131
GCLC	7927	0.436356755392961
NFYA	3736	0.449143468950749
STPG1	8535	0.495723491505565
NIPAL3	9207	0.467361789942435
ENPP4	4680	0.346794871794872
SEMA3F	4716	0.628710771840543
ANKIB1	7130	0.409396914446003
CYP51A1	725	0.511724137931034
KRIT1	5775	0.384761904761905
RAD52	3646	0.50082281952825
MYH16	4107	0.530801071341612
BAD	1426	0.64796633941094
LAP3	3785	0.449405548216645
HS3ST1	8166	0.477712466323782
AOC1	3991	0.582560761713856
WNT16	3261	0.418889911070224
HECW1	11101	0.508512746599405
MAD1L1	7273	0.607727210229616
LASP1	4495	0.566629588431591
SNX11	2420	0.537190082644628
TMEM176A	3268	0.568237454100367
M6PR	1359	0.491537895511405
CYP26B1	5015	0.571286141575274
ICA1	4719	0.46047891502437
DBNDD1	2635	0.628462998102467
ALS2	10381	0.416241209902707
CASP10	7598	0.462226901816267
CFLAR	8655	0.484690930098209
TFPI	11596	0.395394963780614
NDUFAF7	3303	0.420829548894944
RBM5	9111	0.431017451432335
MTMR7	5184	0.414158950617284
SLC7A2	7905	0.416192283364959
ARF5	1378	0.632075471698113
POLDIP2	2088	0.562260536398467
PLXND1	9738	0.611624563565414
AK2	5054	0.450534230312624
CD38	3071	0.437968088570498
FKBP4	2267	0.542567269519188
KDM1A	3404	0.492361927144536
RBM6	6246	0.461895613192443
CAMKK1	4480	0.590625
RECQL	2225	0.423370786516854
CCDC132	7359	0.359423834760158
HSPB6	1486	0.6278600269179
ARHGAP33	4588	0.653007846556234
NDUFAB1	927	0.50269687162891
SLC22A16	3690	0.448509485094851
ZMYND10	3763	0.581185224554876
ABCB5	12378	0.388592664404589
SLC25A13	3703	0.440183634890629
ST7	5695	0.438805970149254
CDC27	5521	0.374207571092193
SLC4A1	5291	0.564354564354564
DVL2	3022	0.602581072137657
UPF1	5487	0.603608529250957
SKAP2	5520	0.400724637681159
CCDC109B	3468	0.402537485582468
POLR2J	941	0.581296493092455
DHX33	5594	0.487486592777976
MEOX1	2326	0.544711951848667
THSD7A	6642	0.486148750376393
LIG3	7068	0.514006791171477
RPAP3	2257	0.368630926007975
ACSM3	1989	0.440925087983912
AC004381.6	2792	0.476361031518625
CIAPIN1	2157	0.498377375985165
SPPL2B	2891	0.645451400899343
FAM214B	6074	0.56470200856108
COPZ2	886	0.551918735891648
PRKAR2B	4318	0.400416859657249
CREBBP	10798	0.557695869605482
BZRAP1	7436	0.621301775147929
MPO	3320	0.588855421686747
GCFC2	5333	0.372773298331146
WDR54	2860	0.563986013986014
CROT	4979	0.366740309299056
ABCB4	7494	0.425406992260475
KMT2E	8713	0.411798462068174
RHBDD2	2441	0.577632117984433
SOX8	3049	0.636930141029846
IBTK	8722	0.368034854391195
ZNF195	3626	0.42719249862107
MYCBP2	15762	0.439474685953559
FBXL3	4162	0.389476213358962
ITGAL	5208	0.553187403993856
PDK2	3368	0.570071258907363
ITGA3	7751	0.587795123209908
GGNBP2	7985	0.400375704445836
ITGA2B	3469	0.614874603632171
GDE1	2937	0.470548178413347
